,area,content,count,date,like,link,page,pk,title
443,萬華區,杜鵑颱風過後多日，台北市堤外停車場經水利處連日趕工清淤完竣，已可供民眾停車，北市交通局今天宣布，停放於士林區、萬華區、大同區、松山區及中山區疏散門周邊道路紅、黃線等禁止停車處所車輛，請配合在明天上午8時前駛離，違反規定者將依「道路交通管理處罰條例」規定，予以拖吊移置並處以罰鍰。(生活中心/台北報導),44,2015/10/02/,,http://www.appledaily.com.tw/realtimenews/article/life/20151002/704037/applesearch/北市水門周邊紅黃線停車　限明早8時駛離,5,apl00444,北市水門周邊紅黃線停車　限明早8時駛離
444,萬華區,新增影音新北市萬華區因有捷運萬大線的議題，吸引不少建商推案，預售案「萬大ＯＮＥ」規劃23~48坪中小坪數產品，周邊校園超密集，小環境文教氣息濃厚，每坪開價68~72萬元，還想知道這個案子更多格局規劃嗎?快點點開直播的「建案搶先看」~（林姍亭／台北報導）《蘋果360》，帶你深入直擊各地新案，上下左右無死角看屋更多房地產新聞，請參考蘋果地產王粉絲團,45,2015/10/02/,,http://www.appledaily.com.tw/realtimenews/article/property/20151002/703505/applesearch/【建案搶先看】新案「萬大ONE」　捷運預定地+文教區,5,apl00445,【建案搶先看】新案「萬大ONE」　捷運預定地+文教區
445,萬華區,,46,2015/10/02/,,http://www.appledaily.com.tw/appledaily/article/supplement/20151002/36810538/applesearch/懷舊冰果室濃濃台灣味,5,apl00446,懷舊冰果室 濃濃台灣味
446,萬華區,（更新：新增北市增3病例）中央流行疫情指揮中心統計，昨日全國新增514例本土登革熱病例，累計1萬8879例本土登革熱病例，其中台南市新增418例、高雄市新增90例；台南市疫情較上週同期減少167例，高雄市減少6例。 指揮中心表示，台南市過去一週平均確診病例數持續下降，顯示疫情成長幅度已經趨緩；至於高雄市過去一週的平均確診病例數則持平發展。昨日同時新增5例疑似登革熱死亡個案，總計目前累計死亡人數為56人，仍有43例疑似死亡病例待審（台南41例、高雄2例）；全國仍有54人於加護病房治療中，超過8成病患已經康復出院。台北市衛生局表示，昨晚再確診3例本土登革熱確診個案，台北市累計確診37例本土性登革熱個案（入夏以來36例）及46例境外移入個案（入夏以來29例）。新增3例本土個案分別居住於北投區、文山區及萬華區，3人於潛伏期期間均曾至南部活動，比對3人個案的潛伏期、活動地區，因皆沒有出國紀錄，判定屬本土性登革熱個案，初步排除感染地為台北市。（陳威廷／台北報導）出版時間：10：15更新時間：17：29,47,2015/10/01/,,http://www.appledaily.com.tw/realtimenews/article/life/20151001/702640/applesearch/【更新】登革熱新增514例　全國共1萬8879例,5,apl00447,【更新】登革熱新增514例　全國共1萬8879例
447,萬華區,讀者黃先生向《蘋果》爆料，指今早約7點左右，台北市萬華區西藏路近復華花園新城處路段有樹倒情況，但由於樹木生長的形狀特殊、樹幹彎曲，倒向路面的角度恰巧讓路邊的汽車毫髮無傷。黃先生笑說，那輛汽車應該有經過神明加持，是神車。台北市工務局公園路燈工程管理處處長張郁慧表示，今晚6點前北市主次要道路均已排除障礙，但會再去了解狀況。（張博亭／台北報導）《蘋果日報》表示，本則影片或照片是投訴人獨家提供《蘋果日報》，若其他媒體未取得授權逕行翻攝，也未註明出處，《蘋果》必訴諸法律，以保障權益。8月1日起獨家提供《蘋果》照片或影片，每周點閱數最高，就送5萬元！讀者向《蘋果》爆料，經採用照片一千，影片二千元，《蘋果》再募集100位「爆料公民」，每月獨家提供《蘋果》二則以上爆料照片或影片，經採用，當月就發二萬元獎金，每則仍另享有基本的爆料獎金，及每周點閱數參賽資格。請參考活動網址：http://www.appledaily.com.tw/complainevent有料就爆，請撥免費專線：0809-012-555，寄電子郵件至news@appledaily.com.tw，或是《蘋果日報》官網「投訴爆料頁面」，《蘋果日報》APP「投訴爆料專區」，人人都是記者、爆料一舉數得！,48,2015/09/29/,,http://www.appledaily.com.tw/realtimenews/article/life/20150929/701581/applesearch/車輛遇倒樹竟毫髮無傷　市府：盡快了解狀況,5,apl00448,車輛遇倒樹竟毫髮無傷　市府：盡快了解狀況
448,萬華區,"（更新：增加影片）杜鵑颱風雖逐漸遠離台灣，但仍造成不小災情，台北市工務局統計，至今日上午為止，初步估計北市路樹樹損約1,100棵，該局已擬定災後復舊計畫，預計今排除66條主要道路的交通障礙，並於5日內完成所有道路及公園綠地復原工作，10月29日全數復原河濱公園。工務局長彭振聲表示，蘇迪勒颱風造成北市樹損高達2萬餘株，災後工務局進行檢討修正救災策略及SOP，擬定市府跨局處成立混合編組方針，以聯合作業的救災方式進行災後復舊。此次杜鵑颱風過後，工務局統合新工、水利、公園、衛工、大地5處救災能量，預先分配責任區，加上環保局、消防局、民政局協力救災。目前全市府共動員1269人力次、353車輛次(大小型工程車)、604機具次(發電機、抽水機、鏈鋸等)、18741個沙包，已於昨晚展開搶災工作。針對樹損災情，除公園處昨晚即展開救災外，新工處也是救災主力，今上午起即調派人力及機具支援，協助南港區、內湖區、萬華區、北投區共27條主要道路、54條次要道路巡查及搶通，預計在今日晚間可全部完成。彭振聲也說，工務局統合5處人力機具救災，預定於今早10點完成仁愛路、信義路和敦化南北路復原；今下午5點以前排除66條主要道路交通障礙；9月30日早上6點以前排除153條次要道路交通障礙；10月3日完成所有道路障礙清除；10月3日完成所有公園綠地廣場復原。除了市區路樹受損外，山坡地有44件災情通報，其中32件路樹傾倒，其次為9件土石崩塌，另3件為排水清疏等，工務局大地處立即調派山區12處待命之人力機具，就近搶災，並已逐一處理復原，目前已完成22件緊急搶災，餘22件預計今日下午5時前可全數處理完畢。另外， 29座河濱公園全數遭洪水吞沒，垃圾、雜物及淤泥嚴重堆積，其中尤以新店溪古亭及中正河濱公園最嚴重，最高淤泥厚度約30~40公分，工務局水利處今日一早即派員全力復舊清理，預定復原工作進度為10月2日完成具交通需求之水防道路及停車場；10月6日完成自行車道(除世新大學段於10月13日外)；10月13日完成廣場硬舖面；10月29日全數復原。（張博亭／台北報導）出版時間：12：42更新時間：12：58",49,2015/09/29/,,http://www.appledaily.com.tw/realtimenews/article/life/20150929/701242/applesearch/【更新】北市工務局：5天完成所有道路與公園復舊,5,apl00449,【更新】北市工務局：5天完成所有道路與公園復舊
449,萬華區,上月蘇迪勒颱風造成北市樹損高達2萬餘株，此次強颱杜鵑壓境，北市工務局粗估，至今上午為止，災損大多為樹損，以及河濱公園淤泥；路樹樹損約1100棵，預計今天排除66條主要道路的交通障礙，5日內完成所有道路及公園綠地復原工作；29座遭河水淹汲的河濱公園，10月29日全數復原。杜鵑颱風侵台，台北市最大時雨量發生在南港茶製廠鄰近地區，24小時累積雨量達400公釐，另，陽明山鞍部觀測站最大陣風達16級，每秒54.5公尺，創下該測站設站以來的最大陣風紀錄。工務局長彭振聲表示，目前全市府共動員1269人力次、353車輛次(大小型工程車)、604機具次(發電機、抽水機、鏈鋸等)、18741個沙包，已於昨晚展開搶災工作。此次杜鵑颱風過後，北市路樹樹損約1100棵，新工處協助南港區、內湖區、萬華區、北投區共27條主要道路、54條次要道路巡查及搶通，預計在今日晚間可全部完成。蘇迪勒颱風造成北市樹損高達2萬餘株。工務局統計，除了市區路樹受損外，山坡地有44件災情通報，其中32件路樹傾倒，其次為9件土石崩塌，另3件為排水清疏等。目前已完成22件緊急搶災，餘22件預計今天下午5時前可全數處理完畢。另外，29座河濱公園全數遭洪水吞沒，垃圾、雜物及淤泥嚴重堆積，其中以新店溪古亭及中正河濱公園最嚴重，最高淤泥厚度約30至40公分。工務局水利處今天一早就派員全力復舊河濱公園，預定10月2日完成有交通需求的水防道路及停車場；10月6日完成自行車道（除世新大學段於10月13日外）；10月13日完成廣場硬舖面；10月29日全數復原。堤外部分，水利處優先搶通有交通通行需求的堤外便道及停車場，其中基隆河左岸5、7、8、9、10號等5座疏散門、連通汐止與台北市的基隆河右岸11、11-1、16及內溝溪1、2號等5座疏散門，預計於今中午12時先開放通行。其餘停車場、自行車道、運動場，因淤積嚴重，暫不開放，詳洽：https://goo.gl/4NZid9。（郭美瑜／台北報導）,50,2015/09/29/,,http://www.appledaily.com.tw/realtimenews/article/life/20150929/701235/applesearch/北市路樹損1100棵　29河濱公園全滅頂,5,apl00450,北市路樹損1100棵　29河濱公園全滅頂
450,萬華區,高市刑大利用美女警官假扮社工，引發輿論譁然，社工也反彈！更有人不甘只是網路批判，實際採取行動，「展開反擊」！這是一名萬華區的劉姓社工，在臉書上寫下自己「反擊」的經過！「一下班回到家，就用家裡電話打去高雄市刑事警察局，很順利的轉接到偵六隊-十七分隊的分隊長李先生．．．」接著便將對話逐字打出。社工將員警假扮社工，將會使「信任關係的崩解」的道理，描述給分隊長聽，強調「，假扮社工會導致信任關係的破裂。而且警察把罪犯抓進去監獄裡，階段性任務就完成了，可是後續這個家庭的服務都是社工要做，你們的行為怎麼能讓這個家庭信任社工?」分隊長為此也道歉，並強調「這是個案，不會系統性的套用到所有案件」，但社工仍要求「能夠透過媒體發表聲明，承認這次的個別案件是不當示範，從今以後不會再任意假扮其他專業人員進行警察勤務的使用」！分隊長則表示，「意見會與上級討論」！PO文的社工強調，「我知道這通電話的實質效用可能不大，又或許是我自己的一廂情願，但我作為從事社工的一名小老百姓，能做的就是親自致電表達我的想法」！文章一出也獲得千人轉載分享，盛讚「這個社工堅持專業，他告訴大家什麼叫做保障人權、維護人性尊嚴的底線。」但也有網友批評員警只能不斷跳針回應「會虛心檢討」，簡直只是在打官腔！(即時新聞中心/綜合報導),51,2015/09/23/,,http://www.appledaily.com.tw/realtimenews/article/local/20150923/697317/applesearch/員警假扮社工之後　「他」這樣反擊了,6,apl00451,員警假扮社工之後　「他」這樣反擊了
451,萬華區,,52,2015/09/23/,,http://www.appledaily.com.tw/appledaily/article/headline/20150923/36793823/applesearch/女迷魂盜舌吻餵藥劫工程師,6,apl00452,女迷魂盜 舌吻餵藥劫工程師
452,萬華區,(更新：新增影片)36歲迷魂女盜蔡怡貞去年冒用20歲正妹照片，上網約一名年輕工程師性交易，碰面謊稱安眠藥是春藥，以舌吻餵藥迷昏對方後洗劫財物，之後又下藥乾洗另一名男子錢財，最高法院認定蔡女到案始終認錯，確有悔意，今依2個強盜罪合併判刑7年10月定讞。外型嬌小瘦黑的蔡女（在押）有多項竊盜與詐欺前科，去年8月2日她冒用一張20歲白皙正妹照片，透過手機交友軟體騙一名20多歲謝姓男工程師從花蓮專程來台北碰面，謝男一見蔡女本尊難掩失望，蔡女鼓動三寸不爛之舌安撫，並拿出自己就醫領取的安眠藥「使蒂諾斯」，對謝男謊稱是春藥、吃半顆就可同享極樂性愛。謝男心動，隔天凌晨1時許跟蔡女到北市萬華區一家飯店開房間，蔡女假裝貼心，含著藥丸以舌吻餵藥，謝男吃下不久就睡死。蔡女拿走謝男的一台平板電腦與3支手機賣給通訊行，並盜刷謝男信用卡購買金飾轉賣變現。7天後蔡女在新北市中和區，另以「使蒂諾斯」摻酒迷昏一名徐姓男客，拿走徐男一個價值6000多元的包包，裡面有一把350元雨傘和一張存有200元的悠遊卡。謝男被朋友叫醒送醫，發現財物全被「乾洗」，趕緊報警並掛失信用卡，警方循線逮捕蔡女送辦。蔡女到案始終認罪，但因她辯稱在徐男酒裡下藥，不知這樣算不算觸犯強盜罪，一審認為蔡女無悔意，依2個強盜罪合併重判9年半，盜刷信用卡部分依詐欺取財等罪合併判拘120天，得易科罰金12萬元。蔡女上訴求饒，二審認為蔡女的辯稱屬於訴訟中的正當防禦權，加上徐男願原諒蔡女，此部分應酌予減刑，今年7月合併改判蔡女7年10月徒刑，最高法院今維持二審判決定讞。至於蔡女所犯拘役部分，經二審駁回上訴已定讞。（黃哲民／台北報導）出版時間：11:00更新時間：17:39【更多司法新聞，請看《蘋果陪審團》粉絲團】,53,2015/09/22/,,http://www.appledaily.com.tw/realtimenews/article/local/20150922/696562/applesearch/【更新】迷魂女盜舌吻餵安眠藥　「乾洗」工程師,6,apl00453,【更新】迷魂女盜舌吻餵安眠藥　「乾洗」工程師
453,萬華區,台北市1名林姓黑幫男子將大樓出租給應召女子從事一龍一鳳性交易，去年12月竟計誘囚禁其中1名應召女3日、性侵4次並逼簽領款委託書，再夥同2名共犯盜領被害人存款24萬元，事後林男騎機車載被害人外出時，被害人趁警方巡邏車經過，機警跳車求救。台北地檢署今依強制性交、強盜等罪將林男起訴。 起訴指出，去年12月15日，林男藉口還被害女子金錢，將她誘到萬華區一處租屋處，涉嫌性侵4次，並以手機拍下性侵畫面，且奪走女子提款卡，要求簽下「領款委託書」，然後命令身旁的曹姓女子及1名少女到超商，陸續盜領5次、每次2萬。 林男囚禁被害人期間，被害人的男友多次以即時通訊「微信」和被害人聯絡，被害人嘴說平安、沒事，但男友發現不似以往的語氣，多次聯絡查證，並要求被害人家人向警方報案，警方循線打電話，被害人仍口稱沒事，因而未深入追究。 囚禁期間，被害人男友因一再聯繫女友，引發林男不滿，要求被害人將男友誘出，同月17日凌晨，林男騎車載被害人準備前往教訓被害人男友，途中被害人看到警方巡邏車行經，立刻跳車求救，林男則趁機逃逸。 檢方傳訊林男，林辯稱雙方合意，但傳訊曹女、少女證述，林與被害人發生性行為後，都可以看到被害人一臉驚恐；檢方並查出，林男在被害人跳車求救後，自行在「提款委託書」上加寫「PS，另外再提7次、14萬元」，根本是欲蓋彌彰，且有自行拍攝的性侵畫面為證，偵結後依法將林男依強制性交等罪起訴，並以盜領存款共犯起訴曹女。（法庭中心／台北報導） 【更多新聞，請看《蘋果陪審團》粉絲團】,54,2015/09/21/,,http://www.appledaily.com.tw/realtimenews/article/local/20150921/696008/applesearch/遭囚禁3日當性奴　應召女跳車脫困,6,apl00454,遭囚禁3日當性奴　應召女跳車脫困
454,萬華區,蘋果日報頭條薪翻3倍 殷仔躍升5億男金鶯台灣投手陳偉殷昨先發奪下美國職棒大聯盟本季第10勝，這是他自2012年赴美發展後，首次連續2個球季拿下雙位數勝投，年底他投入自由球員市場後，此成績將是談薪的有利籌碼，預料明年薪資一口氣翻3倍，上看1600萬美元（約5.2億台幣），他將是台灣歷來最高薪運動員。蘋果日報重點新聞包括:嘆軍品不夠好 中校自費13萬補強裝備軍官自費買裝備！海軍兩棲偵搜大隊爆破中校隊長許誠宜，在臉書po出日前參與漢光演習、穿戴自費十三萬元購買的裝備照片，批評軍方只講求整齊劃一，卻無視裝備品質不佳，才讓軍人自掏腰包買裝備。有臉友大讚：「台灣隊長有GUTS！」海軍司令部表示，許員對部隊有高度熱忱與使命感，才會自購美軍裝備在部隊驗證，將要求各級部隊人員依程序申請，避免外界不當聯想。台經濟災情慘 央行擬雙率雙降Fed未如預期於上周升息，顯示其對全球經濟前景看法不樂觀，尤其台灣被視為「經濟重災區」，金融界認為，周四央行理監事會議宣布降息的機率大增，預期將「溫和降息」半碼（0.125百分點），重貼現率由現在的1.875％調降至1.75％，終結連16季、史上最長利率不變紀錄；但即使是溫和降息，都會對台幣帶來貶值壓力，本周市場很可能上演「雙率（匯率、利率）雙降」戲碼。市民憂野狗 柯P：想起街友台北市長柯文哲昨午視察北市內湖區碧湖公園，又爆失言風波，當地居民向柯抱怨，晚間公園有很多流浪狗，柯當場回應，這讓他想起北市萬華區街友，他要發便當的人只准在定點發，「以後野狗也一樣，不能自己餵，要定時定點餵。」萬華街友嘆，非自願淪落街頭，對被比喻為野狗感到悲哀。台大校長 連署延後學測 救學力大學學測只考高一、二課程，許多高三生上學期拼學測、下學期準備大學甄試，無心讀書造成學力弱化；且錄取大學太容易，有後段國立大學學生甚至答「二分之一加三分之一等於五分之二」。台大校長、中興大學校長等逾一千七百人連署，要求學測延後至五、六月考及加考高三課程。自由時報頭條國際首例 美中協議管制網軍攻擊在中國國家主席習近平即將訪問美國之際，美國和中國正磋商可能是全球第一份網路武器管制協議，兩國承諾在承平時期不率先使用網路武器癱瘓對方重要基礎設施。紐約時報十九日報導，雙方最近幾週正加緊談判，希望在習近平訪問華府時正式宣布。自由時報重點新聞包括:父以子名義捐款給柯 1歲娃被監院追查紀錄片導演洪淳修去年以自己一歲九個月大兒子名義捐款給正在競選的台北市長柯文哲，前天收到監察院來函，要求行文及舉證說明為什麼用未成年兒子名義捐款；對此，柯文哲昨回應，「反正這國家奇怪的事很多。」對於自己可能因此挨罰一百萬元，他只能無奈表示「那也是要交啊！不然怎麼辦？」年初考完就難好好念書/逾百教授連署 籲學測延後部分高三生為了拚年初的學測，學習不完整且學力下降，進了大學竟需要補習。包括台大校長楊泮池、中興大學校長薛富盛及前清大校長李家同在內共卅九所、一○五位大學教授連署，呼籲把學測延後到五、六月，至少使高三學習完整。也要求招生改以考試分發為主、甄選入學為輔，把甄選比率降為四成。總統大選國親合？ 宋︰我仍癡癡在等親民黨總統參選人宋楚瑜昨天直搗國民黨主席朱立倫執政的新北市，外界關心國親是否合作共推總統候選人？宋楚瑜表示，關鍵在於國民黨，「現在誰能夠代表國民黨？好像沒有人知道，誰能代表國民黨來跟我們整合？我到現在為止，一直癡癡在等。」強推卡式台胞證 立委︰中國吃定馬政府中國不理會馬政府喊話，今正式啟用二○一五年台灣居民來往大陸通行證（即卡式台胞證），民進黨立委邱志偉表示，中國啟用卡式台胞證，陸委會後知後覺，可見中國沒把陸委會放在眼裡，吃定陸委會，馬政府也不敢吭聲，「以大欺小」逼迫台灣人民接受；邱憂心，兩岸對等協商機制逐漸失靈，對口單位「虛擬化」，成為一味傾中的最大危機。聯合報頭條高三隨便念…學測延後考 楊泮池連署多個教育團體昨天齊指大學生學力弱化、造成國力降低，發起「高中學習要完整有效、大學入學要公平適性」連署，訴求高中三年要完整教學，學測應延到五、六月再考，至今已有卅九所大學的一○五位教師連署，包括台大校長楊泮池、中興大學校長薛富盛、總統府資政李家同等。聯合報重點新聞包括:希臘人：誰上台都一樣希臘廿日選舉，雅典市中心投票所外的選民雖各有所好，但都有心理準備，未來不會有太大改變，只求接下來日子能穩定些，政治人物不要太瘋狂。大學生學力變差？「考試消磨熱情」台灣大學生學力是否變差，和入學制度有何關係？世新大學前校長賴鼎銘點出，現在學制設計的分流做得不好，讓一些不適合上大學的學生也進大學，是考試制度消磨了學生的學習態度和熱情。劉炳偉籲國親合 宋楚瑜：我癡癡在等國親合作拚大選？親民黨總統參選人宋楚瑜昨天昨拜訪前台灣省議會議長劉炳偉，劉當面呼籲「國親整合」。宋楚瑜說，合作的關鍵在國民黨，他不想跟國民黨交換任何職位條件，只盼國民黨好好說明問題，但現在誰能代表國民黨來整合，好像沒有人知道，「我一直癡癡在等」。挑戰世界第12高峰 國旗飄、猛飆淚「要讓世界看見台灣！」國內知名戶外登山用品業者攀登隊，去年挑戰世界第十二高峰布羅德峰成功，寫下台灣首登紀錄；但很少人知道，國旗在山頂飄揚的背後，花了三年、兩千萬元的心血和努力。中國時報頭條3季兩位數勝投！陳偉殷奪台灣投手最佳成績巴爾的摩金鶯隊旅美左投陳偉殷昨對戰坦帕灣光芒隊，先發7局僅失1分，被打6支安打，飆出7次三振，金鶯隊以2比1勝出，陳偉殷拿下本季第10勝，大聯盟生涯第3次單季兩位數勝投達陣，超越王建民，創下台灣投手赴美最佳成績。中國時報重點新聞包括:洪台中造勢 紅黑派現身相挺2016大選白熱化，國民黨總統參選人洪秀柱昨天前往台中市舉辦造勢大會，地方重要人士、紅黑派大老均現身相挺，場面盛大。針對民進黨主席蔡英文日前在全代會稱，台灣未來要走向和諧或是分裂，就在一念之間，洪表示，她完全贊同，但台灣若要走向和平之路，兩岸關係就必須穩定，絕不容許分裂的台獨思想。台大110新生 註完冊就休學甄選入學已成為大學入學主流，部分大學科系的指考分發名額只剩2成，引發質疑。台大註冊組主任洪泰雄表示，今年台大約有110名新生辦完註冊就休學，其中60人是透過「個人申請」錄取，還有補習班整批帶去重考，因此，他呼籲甄選比例不應該超過50％。全球特例 立院又找彭淮南報告誇張！中央銀行理監事會本周四登場，降息與否備受關注，不過立法院財委會連續2年選在理監事會前一天，要求央行總裁彭淮南做業務報告，等於是要央行在利率決策會議前，先到國會備詢，這在全球絕無僅有，嚴重干擾貨幣政策獨立性。前4年就有3年至少10勝！殷仔穩拿大合約本季大聯盟例行賽只剩3次挑戰10勝的機會，旅美左投陳偉殷昨天果斷達陣。其實，相較於3度單季10勝超越王建民的象徵性意義外，更重要的是，陳偉殷旅美4年除拉傷腹部斜肌的2013年外，每年都能達到雙位數勝投，應是他在自由市場上墊高身價的最大本錢。,55,2015/09/21/,,http://www.appledaily.com.tw/realtimenews/article/politics/20150921/695820/applesearch/九月二十一日各報頭條搶先報,6,apl00455,九月二十一日各報頭條搶先報
455,萬華區,,56,2015/09/21/,,http://www.appledaily.com.tw/appledaily/article/property/20150921/36789537/applesearch/大台北3區法拍熱點,6,apl00456,大台北3區 法拍熱點
456,萬華區,,57,2015/09/21/,,http://www.appledaily.com.tw/appledaily/article/headline/20150921/36790143/applesearch/市民憂野狗柯P：想起街友,6,apl00457,市民憂野狗 柯P：想起街友
457,萬華區,大台北地區哪裡法拍物件最多？根據業者統計，前三名是新上市中和區、台北市萬華區、中山區，中和區以公寓法拍量最多、萬華中山則是大樓產品最多。其中，萬華區梧州街上的「金鑽石商業城」在這段期間內，共有16筆法拍物件，堪稱「法拍集中營」。 梧州街上的「金鑽石商業城」共16筆法拍物件，拍賣原因多為清償債務或借款，成為法拍物件最多的社區大樓。過去1年多來，16筆待拍物件僅有3筆標脫，標脫金額在每坪20~27萬元不等，是區域一般交易行情的一半價格。 以大台北地區待拍物件最多的3區來看，標脫率皆不超過2成、平均得標拍次，亦多落在2拍以後。寬頻房訊表示，由於中山區及萬華區內許多案件類型，是屬於小套房及商業大樓內的小坪數攤位店面，向銀行取得貸款困難、利率較高，標脫機率不大。 至於中和區公寓，持分案件約占3成，因目前法拍市場多為有剛性需求的自住型民眾，持分案件產權不完整，容易有使用上的問題，故影響區域成交率。（詹宜軒／台北報導） 「蘋果掀房事」每周三晚上8點，蘋果Live面對面讚聲～更多房地產新聞，請參考蘋果地產王粉絲團,58,2015/09/20/,,http://www.appledaily.com.tw/realtimenews/article/property/20150920/695509/applesearch/大台北法拍待拍物件　中和、萬華最多,6,apl00458,大台北法拍待拍物件　中和、萬華最多
458,萬華區,台北市衛生局今最新公布新增兩例境外移入登革熱確診個案，分別居住於文山區及萬華區，兩名外籍學生分別來自馬來西亞與中國大陸，北市今年至今已累計確診39例境外移入個案，兩名個案於潛伏期分別曾至馬來西亞及菲律賓旅遊。比對2名個案的潛伏期均於國外，判定屬境外移入登革熱個案。衛生局疾病管制處長陳少卿表示，接獲確診訊息後，已啟動登革熱緊急防治措施，分別對個案住家及病毒血症期活動大於兩小時地點的周邊半徑50公尺範圍，進行病媒蚊密度調查及清除孳生源，並持續監測個案及接觸者狀況；環保局預計於今明兩天進行環境消毒，區公所亦將啟動社區清潔日，號召社區民眾共同清除孳生源。（沈能元／台北報導）</iframe,59,2015/09/18/,,http://www.appledaily.com.tw/realtimenews/article/life/20150918/694670/applesearch/北市今增兩例境外移入登革熱　今年已達39例,6,apl00459,北市今增兩例境外移入登革熱　今年已達39例
459,萬華區,,60,2015/09/17/,,http://www.appledaily.com.tw/appledaily/article/headline/20150917/36783004/applesearch/蔡訪北市農會馬大將相迎,6,apl00460,蔡訪北市農會 馬大將相迎
460,萬華區,,61,2015/09/17/,,http://www.appledaily.com.tw/appledaily/article/headline/20150917/36783353/applesearch/噁超商牙刷竟被用過還留牙膏,7,apl00461,噁 超商牙刷 竟被用過還留牙膏
461,萬華區,民進黨總統參選人蔡英文今赴萬華天后宮參香，並為時代力量立委參選人林昶佐（Freddy）助選。民進黨台北市黨部黃承國、民進黨萬華區市議員周威佑、顏聖冠、劉耀仁等人一起陪同，這也是蔡英文在台北市首次為他黨參選人公開助選。蔡英文致詞時坦言，林昶佐是知名的音樂演唱者，雖然是重金屬音樂，「對我來講聲音是大了一點」， 蔡英文說，林昶佐把台灣的聲音帶到國際上，希望他選立委能夠得到在地相親的支持，讓立院能回應台灣人民的需求。（林修卉／台北報導）,62,2015/09/16/,,http://www.appledaily.com.tw/realtimenews/article/politics/20150916/692786/applesearch/為Freddy助選　蔡英文：重金屬音樂聲大了點,7,apl00462,為Freddy助選　蔡英文：重金屬音樂聲大了點
462,萬華區,房市面臨量縮價盤整，還有什麼能夠投資的呢？房仲統計，今年1~7月雙北市住宅與店面的平均投資報酬率，台北市、新北市的店面租金報酬率分別為3.3%、3.0%，高於住宅的2.9%、2.7%，其中尤萬華區在觀光議題加持下，以報酬率5.5%奪冠。 據太平洋房屋統計實價登錄，台北市店面租金平均每坪2957元，出售單價107.6萬元，租金報酬率3.3%，高於住宅報酬率2.9%；新北市店面租金每坪1504元，出售單價59.4萬元，租金報酬率3.0%，也高於住宅報酬率2.7%。台北市租金報酬率前3名為萬華區5.5%、北投區4.3%及大同區4.0%；新北市前3名則是板橋區、中和區、新莊區，報酬率分別為3.9%、3.3%及3.1%。 太平洋房屋副總經理章克勤分析，萬華區峨眉街、成都路、武昌街二段一帶的西門町商圈，板橋大遠百及中和的環球購物中心，都有穩定購物人潮支撐，租金水漲船高；大同區則是受惠於南京西路商圈的擴大，進駐了不少特色小店，推升了周遭租金市場。除百貨商圈的拉抬，捷運站也是人潮指標，像是北投區的石牌站、明德站，中和區的永安市場站、景安站、南勢角站都擁有較高的店面租金行情。 章克勤也指出，店面在都會區供給愈來愈少，活絡商圈只要釋出就有人接手，是可長期投資的產品，但高租金不等於高報酬，台北市店租最貴的大安區，平均1坪可租4375元，但要買間店面的價格也不斐，每坪平均高達146.7萬元，不只拉高了投資門檻，也同時壓低了報酬率，須特別注意。（于靜芳／台北報導）「蘋果掀房事」每周三中午12點半，午餐加好料～ 更多房市快訊請看蘋果地產王粉絲團,63,2015/09/16/,,http://www.appledaily.com.tw/realtimenews/article/property/20150916/692713/applesearch/店面比較夯　萬華報酬率5.5奪冠,7,apl00463,店面比較夯　萬華報酬率5.5%奪冠
463,萬華區,因蘇迪勒颱風爆紅的「歪腰郵筒」意外成為中華郵政最佳代言人，不僅在台北市龍江路原定保留「歪腰郵筒」成為新景點，台北郵局在北市共11輛郵車上貼上「歪腰郵筒」萌模樣貼紙趴趴走，吸引民眾大街小巷搶跟萌郵車拍照。中華郵政表示，台北郵局9月3日起在台北市中正區、大同區、中山區、松山區、大安區、萬華區、信義區、士林區等8個行政區的11輛郵筒收纜車上貼上超萌的歪腰郵筒貼紙，每個行政區各有1輛，中山區較多共4輛，有不少民眾還搶跟郵車拍照，但歪腰郵筒郵車應只會在台北市看得到，不規劃擴大全台上路，主要是配合歪腰郵筒位於北市，出現在北市較有意義。(李姿慧／台北報導),64,2015/09/15/,,http://www.appledaily.com.tw/realtimenews/article/life/20150915/692206/applesearch/郵車變萌了　歪腰郵筒開上路,7,apl00464,郵車變萌了　歪腰郵筒開上路
464,萬華區,本內容由台灣壹週刊提供台北市萬華區廣州街內，已有四十七年歷史的「周記肉粥店」，每天要用掉一百台斤白米，賣掉一千碗肉粥。然而，第一代老闆周金田以擺攤起家，靠肉粥養大了一家八個小孩，卻在退休前遭遇愛子山難去世的意外。點我看更多,65,2015/09/13/,,http://www.appledaily.com.tw/realtimenews/article/life/20150913/690991/applesearch/【壹週刊】日賣千碗的肉粥店　隱藏一段喪子痛,7,apl00465,【壹週刊】日賣千碗的肉粥店　隱藏一段喪子痛
