,,area,content,count,data,link,page,title
173,173,中山區,〔記者楊國文、錢利忠／台北報導〕知名的北投「春天酒店」不滿張姓男子在台北市中山區開設「春天夢幻旅館」，認為易導致消費者混淆，提告違反商標法，台北地檢署偵查終結，認定「春天酒店與「春天夢幻」不同，將張男不起訴處分，但春天酒店不服聲請再議，全案發回續查，北檢偵查認定，「春天」做為商標名稱並無獨創性，日前再度予張男不起訴處分。春天酒店表示，「春天」、「SPRING」、「春天風呂」、「春天酒店」等眾多含有該字樣的商標，均為春天酒店股份有限公司所註冊擁有的商標，指定用於餐廳、旅館等行業，不滿張男前年8月起在北市長春路開設「春天夢幻旅館」，已涉嫌違反商標法，因此向北檢提告。張男應訊否認經營「春天夢幻旅館」涉違反商標法，認為兩者間有明顯差異性，消費者不致造成混淆。北檢偵查認為，「春天」雖然已被春天酒店註冊為商標，但與「春天夢幻旅館」之間的消費客群有所不同，且春天酒店註冊的商標，除「春天」外，還有「春天風呂」、「春天酒店」等商標，可見「春天酒店」和「春天夢幻」有所不同，不致使一般人誤以為「春天夢幻旅館」是由「春天酒店」所開設或為關係企業，因此去年12月將張男予不起訴處分。但春天酒店不服，向高檢署聲請再議，經發回北檢續查，北檢認為，「春天」兩字並無獨創性，日前仍將張男予不起訴處分。,24,2015-10-10  17:36,http://news.ltn.com.tw/news/society/breakingnews/1471419,2,不一樣的春天！春天夢幻旅館挨告侵權 二度不起訴
174,174,中山區,〔記者吳佳蓉／台北報導〕昨晚開獎的第104000086期大樂透，頭獎摃龜。昨晚開獎的第104000242期今彩539，頭獎1注中獎，可得獎金1000萬元，獎落台北市中山區民生東路一段25之10號「八八八彩券行」。,25,2015-10-10,http://news.ltn.com.tw/news/society/paper/922500,2,大樂透頭獎摃龜
175,175,中山區,〔即時新聞／綜合報導〕「吸水柏油路」由台灣人發明，由國外再紅回台灣，日前台北市已開始試鋪，引起網友熱議。「頑GAME」團隊實測，拍影片紀錄此柏油路面的吸水效果，結果證實真的好會吸！「頑GAME」也大呼「這馬路太超過啦」！吸水柏油路叫做「多孔隙瀝青混凝土鋪面」，「頑GAME」到建國北路1段（臨近中山女高）的路段實測，只見澆灌下去的水真的一下子就被柏油路吸進去，沒過多久水就不見了，只剩下有點濕潤的路面。「頑GAME」接著到一般柏油路面做對照組，結果水遲遲不散，形成一個小水窪，還有些水流到旁邊，拉出一條長長的水痕。「頑GAME」開玩笑地說，不過這種吸水柏油路也比較粗糙，雖然抓地力好，但如果「雷殘」一定更痛，「但雷殘也不能怪給馬路啦」！「頑GAME」最後提出疑問，是否吸水柏油路有耐用期限，會不會過段日子就因為小石子或雜草之類的堵住而影響效用，此時其中一個人神回，「但馬路就是一直鋪一直鋪，這就是我們的工程啊」！挖苦說所以不用擔心年限。台北市工務局表示，目前試辦的路段為內湖區成功路2段、中山區民權東路（臨行天宮）、建國北路1段（臨中山女高）及水源快速道路（福和橋至景福匝道段），後續正規劃在重陽橋（台北市端延平北路匝道）、環河北路2段（123巷至昌吉街）等路段。相關影片請見：《頑Test 》新式吸水柏油路實地測試北市工務局新建工程處表示，多孔隙瀝青混凝土鋪面已在部分路段試辦。（臺北市政府工務局新建工程處提供）吸水和一般柏油路面對照實測。（圖擷取自Youtube）吸水柏油路遇大量水後，短時間內就呈現濕潤卻不積水的狀態。（圖擷取自Youtube）「頑GAME」團隊實測吸水柏油路。（圖擷取自Youtube）,26,2015-10-09  23:12,http://news.ltn.com.tw/news/life/breakingnews/1470799,2,北市吸水柏油路實測  「這馬路太超過啦」！
176,176,中山區,〔即時新聞／綜合報導〕今日（10月9日）晚間開獎的第104000086期大樂透頭獎摃龜；第104000242期今彩539頭獎開出1注，每注獎金1千萬元，由台北市中山區民生東路一段25之10號1樓的「八八八彩券行」開出。本期第104000086期大樂透中獎號碼為：「02、08、22、27、35、43，特別號：24」。頭獎摃龜；貳獎摃龜；參獎共32注獲得，每注可得4萬5221元；肆獎共77注獲得，每注可得1萬2528元；伍獎共1522注獲得，每注可得1743元；陸獎共2033注獲得，每注可得1000元；柒獎共2萬1218注獲得，每注可得400元；普獎共2萬8282注獲得，每注可得400元。第104000242期今彩539中獎號碼為「07、10、12、26、39」，頭獎共開出1注，每注可得1千萬元；貳獎共204注中獎，每注可得2萬元；參獎共6597注中獎，每注可得300元；肆獎共7萬2248注中獎，每注可得50元。第104000086期49樂合彩中獎號碼為「02、08、22、27、35、43」。四合12注中獎，每注可得20萬元；三合共124注中獎，每注可得1萬2500元；二合共3644注中獎，每注可得1250元。第104000242期39樂合彩中獎號碼為「07、10、12、26、39」，四合共2注中獎，每注可得21萬2500元；三合共47注中獎，每注可得1萬1250元；二合共3146注中獎，每注可得1125元。第104000242期3星彩中獎號碼為「270」，正彩共49注中獎，每注可獲得1萬2500元。第104000242期4星彩中獎號碼為「9073」，正彩共1注中獎，每注可獲得12萬5000元。確切中獎號碼以台彩網站公告為主，請見「台灣彩券網站」。大樂透、49樂合彩開獎獎號。（圖擷取自台灣彩券）今彩539、39樂合彩、3星彩、4星彩開獎獎號。（圖擷取自台灣彩券）,27,2015-10-09  22:34,http://news.ltn.com.tw/news/business/breakingnews/1470810,2,大樂透頭獎摃龜 今彩539頭獎開出1注
177,177,中山區,〔記者吳昇儒／基隆報導〕基隆市中山區德安路今晚7時許驚傳砍人意外，1名27歲男子肚子遭砍傷，右肩、右胸也遭砍，傷口超過10公分，警消獲報趕抵，趕緊將患者送往基隆長庚急救，警方目前正釐清案情中。,28,2015-10-09  19:27,http://news.ltn.com.tw/news/society/breakingnews/1470663,2,基隆市區驚傳砍人事件 1男送醫急救中
178,178,中山區,〔記者徐義平／台北報導〕即便是位在同一條路、共享同一個生活圈，只是過條馬路，竟出現不同的房市行情，關鍵就在於行政區域大不同，門牌效應也跟著浮現，有3~16%的價差。好房網總編吳光中表示，隨著房市持續低迷，門牌效應已不若以往，但精華地段仍有一定的買盤支撐，才會造成價差高低不一的情形，以價差最大的光復南路來看，西側大安區每坪房價站穩91.5萬，東側信義區也有每坪90.5萬的行情，但北邊的松山區單坪竟僅76.7萬元，單坪最大價差達14.8萬元，如以購買20坪房子來看，同樣住在光復南路上，僅隔條馬路，入住大安區要1830萬，松山區僅1534萬，價差高達近300萬之多。但反觀位於復興北路的中山區及松山區，單坪價差僅2萬，主要因為松山區及中山區皆位處蛋黃區，復興北路沿路為捷運文湖線，生活機能相當，但中山區較多住宅產品，松山區則以住辦混合產品居多，因此有微幅價格落差。一條路兩樣情的門牌效應也出現在中華路，永慶房屋西門店楊証舜店長表示，門牌效應跟學區影響最大，位處中華路一、二段的萬華區，因有西門町、家樂福等，生活機能相當完善，交通也四通八達，但每坪成交均價僅50.2萬，相較於馬路另一端的中正區，雖生活機能不若對面完善，但因具中正區門牌弘道國中、教大附小等學區，故每坪均價55.6萬，兩者差距也有5.4萬，呈現房價兩樣情。值得關注的是，沿路有捷運古亭站、中正紀念堂站、台電大樓站及公館站停靠的羅斯福路三段，竟也開出不同的房價，西側的中正區，每坪成交均價86.5萬，相較於鄰近的大安區每坪均價90.5萬，價差僅4萬元，門牌效益逐漸遞減中。和平東路三段西南邊是大安區、東北側是信義區，過個馬路，每坪也有4.6萬的價差，主因為西南側的大安區生活圈完整，較為繁榮，但隔條馬路的信義區除門牌效應外，生活機能也不若大安區完善，因此有此價格落差。吳光中建議，「同路不同價」具有兩個指標意義，首先對於預算有限的自住客而言，可以用相對低檔的價格，過個馬路即享受到同樣的生活圈，十分划算，其次，對於置產投資客，更要留意因為行政區域門牌效應所帶來的加值效果，才能買到高含金量的增值潛力路段。,29,2015-10-09  13:54,http://news.ltn.com.tw/news/business/breakingnews/1470347,2,同路不同區價差大 北市光復南路每坪價差達14.8萬
179,179,中山區,北市工務局新建工程處表示，多孔隙瀝青混凝土鋪面已在部分路段試辦。（臺北市政府工務局新建工程處提供）〔即時新聞／綜合報導〕日前國外科技網站一支超強力的吸水路面，讓不少民眾看了既震驚又羨慕。而台北市工務局日前表示，台北市已經在部分路段試辦新的柏油鋪面，可增加雨水滲透效率。日前有網友發現，台北市部分路段柏油路近期變得相當粗糙，懷疑是施工品質不良，但台北市工務局新建工程處澄清，這是多孔隙瀝青混凝土鋪面（Porous Asphalt Concrete，PAC），其表面孔隙率達20％，比一般級配瀝青混凝土高，但又有與一般瀝青相當的承載能力。工務局指出，這款路面不僅能增加滲透雨水效率，避免路面上形成水膜影響輪胎抓地力，以確保行車安全，還能降低車輛行駛的噪音，更能讓一旁的住戶減輕噪音壓力，工務局表示，目前試辦的路段為內湖區成功路2段、中山區民權東路（臨行天宮）、建國北路1段（臨中山女高）及水源快速道路（福和橋至景福匝道段），後續正規劃在重陽橋（台北市端延平北路匝道）、環河北路2段（123巷至昌吉街）等路段施作，民眾可以在雨天的時候觀察PAC防滑、滲透雨水的效益。相關影片請見PAC高孔隙率的特性，能增加鋪面滲透雨水效率。（臺北市政府工務局新建工程處提供）PAC還有降噪功能。（臺北市政府工務局新建工程處提供）,30,2015-10-07  11:34,http://news.ltn.com.tw/news/life/breakingnews/1467833,2,會吸水的柏油路？ 北市在試鋪了！
180,180,中山區,,31,,http://news.ltn.com.tw/news/entertainment/breakingnews/1467631,3,林俊傑偕長腿妹返家 發現被拍討救兵？
181,181,中山區,〔記者盧賢秀／基隆報導〕基隆市第一所公辦民營的實驗學校可望明年誕生！教育處長陳素芬說，目前瑪陵與太平國小都相當積極，教育處也陸續舉辦說明會，希望能形成共識、落實。至於公辦公營的實驗學校可能要到一○六學年度。基隆市今年八月通過有關學校型實驗教育的相關辦法，將以六歲至十八歲、學生總人數四百八十人以下的學校為主，基隆市的私立小學都超過四百八十人，不符合實驗學校的規定。基隆市教育處十月十六日起陸續在七區舉辦說明會，邀請國內不同型態的實驗學校分享經驗，讓市民、家長瞭解國內外各種實驗教育的模式、型態，與傳統教育、特色教學和實驗教育的差異。陳素芬指出，實驗教育課程規劃以學生為主體，課程的安排較具彈性，師資的來源多元，教學場所不限定在教室，學習模式偏向自我引導。傳統教育的核心以學校為主體，課程安排、師資來源等都受相關法規規範；特色學校課程則是在合法限制的規範中，學校充分運用資源，發展創意教學與體驗學習，建立特色品牌，希望透過說明會，凝聚共識。陳素芬指出，目前以太平國小和瑪陵國小兩校相當積極，也有民間團體接洽中，第一所公辦民營實驗學校可望在明年誕生，但公辦公營可能要等到一○六學年度才能成形。瑪陵國小校長詹麗娟說，學校長期推動生態教學，頗獲家長支持，如果能委託私人辦學，引進外部資源，有助學生的學習、讓學校永續發展，校方也已向家長委員會溝通，爭取家長認同。太平國小校長陳建文則說，太平國小朝公辦公營方向規劃，以混齡分組教學為主，已在班親會中向家長們初步溝通，先以健體藝文與生活教育課程混齡分組，再一步步引導至學科教學。實驗教育說明會，十六日在中山區中興里民會堂、十七日信義區公所、二十三日暖暖區八南里民會堂、二十四日安樂區公所、三十日仁愛區公所、三十一日七堵區永平里民會堂、十一月六日在中正區正砂里民會堂。太平國小校舍處處可見書法藝術。（太平國小提供）瑪陵國小學生到農場體驗插秧耕種。（資料照，記者盧賢秀攝）,32,2015-10-07,http://news.ltn.com.tw/news/local/paper/921588,3,〈北部〉基隆市第一所公辦民營實驗學校 可望明年誕生
182,182,中山區,〔記者謝君臨／台北報導〕陵姓男子疑與劉姓前同事上摩鐵嘿咻，陵妻得知後在外守候5小時，拍下丈夫駕車離去身影，並檢視行車紀錄器聽到「我們從天亮做到天黑…我男朋友怎麼這麼強」、「我女朋友怎麼受得了」等曖昧言語，怒告2人通姦。台北地檢署調查，陵妻拍下的影片因車窗反光，看不見裡面的人，錄音也沒辦法證實為陵男與劉女對話，昨以罪證不足將劉女不起訴；陵男獲妻子撤告。陵妻指控，去年1月4日，丈夫駕車載劉女至北市中山區汽車旅館，她與友人在外守候，從中午12時等到傍晚5時，才見丈夫駕車離開，遠遠拍下汽車離去身影。陵男否認曾與劉女至汽車旅館，雙方也不曾發生性關係。,33,2015-10-07,http://news.ltn.com.tw/news/society/paper/921633,3,「從天亮做到天黑…」抵死不認偷吃
183,183,中山區,〔記者盧賢秀／基隆報導〕基隆市公辦民營的實驗學校，可望在明年誕生！教育處長陳素芬說，16日起將在各區舉辦說明會，有二所小學相當積極，希望能形成共識、落實。至於公辦公營的實驗學校可能要到106學年度了。基隆市今年8月通過有關學校型實驗教育相關辦法，以6歲至18歲、學生總人數480人以下的學校為主。基隆市教育處將在10月16日起在7區舉辦說明會，邀請國內各種不同型態的實驗學校分享經驗，讓市民、家長瞭解各種實驗教育的模式、型態，凝聚共識。說明會時間，16日在中山區中興里民會堂、17日信義區公所、23日暖暖區八南里民會堂、24日安樂區公所、30日仁愛區公所、31日七堵區永平里民會堂、11月6日在中正區正砂里民會堂。教育處長陳素芬說，目前以太平國小和瑪陵國小2校相當積極，也有民間團體接洽中，第1所公辦民營實驗學校可望在明年誕生。瑪陵國小學生到農場體驗插秧種稻。（資料照，記者盧賢秀攝）瑪陵國小學生自己種玉米，收成時師生高興。（圖由瑪陵國小提供）,34,2015-10-06  16:39,http://news.ltn.com.tw/news/life/breakingnews/1467120,3,基隆公辦民營實驗學校 可望明年誕生
184,184,中山區,〔記者郭逸／台北報導〕登革熱疫情延燒，台北市今再新增3例本土個案及1例境外移入個案，至今累計46例本土登革熱個案及47例境外移入個案；北市衛生局今表示，新增3例本土個案均為男性，分別居住士林區、中山區及大同區，都曾至高雄、台南活動，衛局啟動防治措施，調查病媒蚊密度並清除孳生源。北市衛生局疾病管制處長陳少卿表示，3例本土個案均為男性，分別居住士林區、中山區及大同區，都曾至高雄、台南活動，因沒有出國紀錄，判定為本土登革熱。陳少卿提到，另1例境外移入個案為馬來西亞籍的56歲女性，上月底來台探親，居住大同區，本月初發燒，曾自行服藥，因症狀未改善，至醫院就醫確診感染登革熱，已掌握同住的另外4人，均無疑似症狀。陳少卿說，衛生局持續啟動登革熱緊急防治措施，針對本土及境外移入個案居住地及停留大於2小時的活動地周邊半徑100公尺與50公尺，調查病媒蚊密度及清除孳生源，並持續監測個案及接觸者狀況。,35,2015-10-06  15:25,http://news.ltn.com.tw/news/life/breakingnews/1467039,3,登革熱疫情延燒 北市新增4例個案
185,185,中山區,〔記者盧賢秀／基隆報導〕颱風天或是大雨淹水，商家或工廠的原物料泡水或設備受損，可以減免那些稅，那些是地方稅、國稅、如何申辦？民眾搞不清楚，基隆稅務局和安樂區公所整合各項減稅資料印製成表，分送受災戶，稅務局也設有災害減免專區，民眾可以上網申辦。9月16日豪雨和杜鵑颱風，基隆市基金一路和中山區都有淹水災情，尤以916武崙溪暴漲，基金一路成河流，災情最嚴重。基隆市稅務局長毆秋霞說，有淹水災情，根據區公所造冊通報或是根據媒體資料，也到大武崙工業區勘查，主動幫災戶減免房屋稅和地價稅等。916淹水累計減徵76戶、減徵稅額5萬5874元，包括大武崙工業區11戶、稅額4萬多元。杜鵑颱風則減徵16戶、減徵稅額1529元。不過在辦理減稅過程中，有很多民眾詢問原物料或是商品設備泡水受損，還有營業稅、所得稅減免，民眾搞不清楚，安樂區公所和稅務局整合印製災害損失稅捐減免一覽表，分別列出國稅、地方稅項目，申請表格及受理窗口電話等資料。分送給受災戶及工業區，在區公所也有。民眾有災損減稅問題，可洽稅務局免費電話0800-306969；國稅局免費電話0800-000321。基隆市稅務局也有災害減免專區，不論國稅或地方稅都可線上申辦。安樂區公所和稅務局印製災害損失稅捐減免表格供民眾參考（記者盧賢秀攝）,36,2015-10-06  13:51,http://news.ltn.com.tw/news/life/breakingnews/1466935,3,颱風災害減稅 地方稅國稅分不清？
186,186,中山區,〔記者林欣漢／基隆報導〕基隆市政府日前公告基隆市區域計畫草案，提出以「宜居休閒港灣城市」為發展願景，透過「展開雙翼拓展河谷縱深」的空間發展策略，將基隆市分為「核心港區」與「副核心區」兩大發展區塊。「核心港區」為仁愛區、信義區、中正區、中山區、安樂區，發展山海風貌與觀光文創，產業為主居住為輔，引導郵輪航運、海事金融、海工產業等進駐，塑造國際觀光臨港城市。七堵區、暖暖區的發展定位則是「副核心區」，透過工業及閒置倉儲轉型，連結南港汐止，以百福、六堵、七堵、八堵、暖暖等多核心市鎮，強化生活與居住機能。副市長林永發說，區域計畫是大分區的概念考量，鄰近市區、港邊的核心區發展較早、密集，但不代表非核心區不受到重視，七堵、暖暖有較多的自然景致，建設的訴求、格局也不同，未來將朝臨水宜居廊帶方向規劃，將基隆的發展能量向雙北延伸。草案指出，隨雙北升格等條件改變，基隆的發展連帶較周邊縣市遲緩；在全球港埠競爭下，基隆港貨運量下滑，造成部分倉儲區閒置以及港務就業市場的萎縮，港、市發展模式亟待轉型；觀光產業發展趨緩，縱向及橫向聯繫仍需強化；都市更新動能不足，規模有待重新評估等，在空間發展上有多項課題亟需檢討。根據草案計畫內容，基隆市應發展「以港面對東亞、以市重建區域配置、以社區建構生活圈」的願景，確立基隆港的核心定位外，另一方面緊扣萬里、瑞芳、汐止周邊城鎮，展開東西雙翼、拓展河谷縱深的城鄉發展模式。都市發展處長徐燕興表示，草案將於廿日、廿一日兩天，分三場次在市府四樓禮堂舉辦公開說明會，歡迎民眾出席聽取區域計畫內容說明並發表意見，這些建言將提供給區域計畫委員會審議參考，該處已將草案放在都發處網站上，歡迎市民下載瀏覽。基隆區域計畫草案，基隆將發展成宜居休閒港灣城市。（記者林欣漢攝）,37,2015-10-06,http://news.ltn.com.tw/news/local/paper/921273,3,〈北部〉基隆區域計畫 擬分2大發展區塊
187,187,中山區,基隆區域計畫草案將基隆發展成宜居休閒港灣城市。（記者林欣漢攝）〔記者林欣漢／基隆報導〕基隆市政府日前公告基隆市區域計畫草案，提出以「宜居休閒港灣城市」為發展願景，透過「展開雙翼拓展河谷縱深」的空間發展策略，將基隆市分為「核心港區」與「副核心區」兩大發展區塊。都市發展處表示，基隆市區域計畫草案將於20日、21日兩天，分3場次在市府4樓禮堂舉辦公開說明會，歡迎民眾出席聽取區域計畫內容說明並發表意見，這些寶貴建言將提供給區域計畫委員會審議參考，該處已將草案放在都發處網站上，歡迎市民下載瀏覽。草案指出，隨雙北升格等宏觀條件改變，使基隆的發展連帶較周邊縣市遲緩；在全球港埠競爭下，基隆港貨運量下滑，造成部分倉儲區閒置以及港務就業市場的萎縮，港、市發展模式亟待轉型；觀光產業發展趨緩，縱向及橫向聯繫仍需強化；都市更新動能不足，規模有待重新評估等。根據草案計畫內容，基隆市應發展「以港面對東亞、以市重建區域配置、以社區建構生活圈」的願景，確立基隆港的核心定位外，另一方面緊扣萬里、瑞芳、汐止周邊城鎮，展開東西雙翼、拓展河谷縱深的城鄉發展模式。草案中分析，基隆應以「核心港區」與「副核心區」兩大策略分區配置，建構各自的發展定位，「核心港區」為仁愛區、信義區、中正區、中山區、安樂區，發展山海風貌與觀光文創，產業為主、居住為輔，引導郵輪航運、海事金融、海工產業等進駐，塑造國際觀光臨港城市。七堵區、暖暖區的發展定位則是「副核心區」，透過工業及閒置倉儲轉型，連結南港汐止，以百福、六堵、七堵、八堵、暖暖等多核心市鎮，強化生活與居住機能。副市長林永發說，區域計畫是大分區的概念考量，鄰近市區、港邊的核心區發展較早、密集，但不代表非核心區不受到重視，七堵、暖暖有較多的自然景致，建設的訴求、格局也不同，未來將朝臨水宜居廊帶方向規劃，將基隆的發展能量向雙北延伸。,38,2015-10-05  21:41,http://news.ltn.com.tw/news/life/breakingnews/1466336,3,基隆區域計畫草案 打造宜居休閒港灣城市
188,188,中山區,〔記者謝君臨／台北報導〕台北市一名51歲江姓男子，日前因不滿市政府在他家隔壁興建停車場，不但噪音擾人，還疑似因此造成其住宅牆壁龜裂，在飲酒後撥打1999市民專線怒嗆：「要燒掉市府；燒掉停車場；還要拿槍掃射市府！」警方循線逮捕江男，依恐嚇罪嫌送辦，台北地檢署調查後，今依恐嚇罪將他起訴。據悉，今年7月，中山區長安東路巷內因興建停車場工程，致家住周邊的江男不堪其擾，撥打1999市民專線反映，指該工程不但噪音擾鄰，還造成他家牆壁龜裂，要求對方改善；同月19日清晨6時許，江男酒過三巡後疑情緒失控，再次撥打專線怒嗆「我要燒掉市府；燒掉停車場；還要拿槍掃射市府！」專線人員接獲恐嚇電話不敢大意，向警方報案，警方循線找到江男，詢後依恐嚇維安罪將他移送北檢偵辦。庭訊時，江男坦承犯行，並稱自己曾罹患躁鬱精神疾病，酒後想起住宅遭到損害，撥打專線又未獲得回應，才會一時情緒失控致電洩恨，並無恐嚇犯意，但因江男恐嚇事證確鑿，檢方今仍依恐嚇罪將他起訴。☆飲酒過量  有害健康  禁止酒駕☆,39,2015-10-05  21:16,http://news.ltn.com.tw/news/society/breakingnews/1466335,3,「我要炸掉市府」 醉漢撥1999恐嚇被起訴
189,189,中山區,環南市場位於萬華區環河南路二段，鄰近萬板大橋及華翠大橋，民國六十七年移至現址興建的甲、乙、丙、丁四棟大樓營業，主要為批發兼零售雜貨、食品加工、畜肉、漁產、家禽、蔬果等類貨品，是台北市攤位最多、貨色最齊全的市場。台北市第一果菜批發市場位於萬華區萬大路，鄰近華中橋，六十三年成立，七十四年擴大經營，至中山區民族東路台北市第二果菜批發市場建立全國最健全、最先進的果菜拍賣制度，供應連鎖生鮮超市、大消費戶等等。（記者鍾泓良）,40,2015-10-05,http://news.ltn.com.tw/news/local/paper/921081,3,〈台北都會〉【小檔案】環南市場、第一果菜市場
190,190,中山區,〔記者俞肇福／基隆報導〕位於基隆市中山區仙洞巖旁的「佛手洞」，是基隆市著名的地質景觀，最近民眾發現佛手後兩指岩片脫落，感到相當可惜，市議員施世明表示，將要求市府進行維護工程，以免特殊景觀消失了。中山區公所表示，將與里辦公處研議。位於仙洞巖旁的佛手洞，因為洞內有洞，蜿蜒曲折宛如迷宮，昔日因蝙蝠居住其中，被稱為「蝙蝠洞」，後來仙洞地區居民增加，而洞內岩壁有天然形成有如佛手印的圖案， 而被命名為「佛手洞」，成為基隆市少有特色的景觀。施世明說，「佛手洞」是老天爺給基隆的禮物，冬暖夏涼，他幼年時與同伴玩鬼抓人的好去處；也是老一輩仙洞居民躲美軍空襲警報的天然防空洞。岩壁自然形成的手指形狀，在探照燈燈光照射下，佛手顯得金光閃閃，讓人讚嘆大自然鬼斧神工，遊客會在佛手前，與佛手合照，宛如佛手灌頂加持。施世明說，他昨天看到地上脫落的岩片，心中十分不捨，將請市長林右昌來看一看，是否應該維護修繕，保留自然觀光景點。台大地理系教授林俊全說，關於仙洞地區佛手洞，他並沒有親自目睹，不確定脫落原因；但是既然是自然形成的地質景觀，除非維修技術真的能與原本一樣，而且沒有後遺症，否則不適合作修復。經國學院副教授鄭俊彬表示，「佛手洞」是基隆市重要觀光景點，只是市府缺乏行銷能力，才讓「佛手洞」如隱藏在沙中的珍珠不為外人熟知；「佛手洞」岩片既然已經出現脫落，未來還有可能會繼續脫落，應該訪談地區耆老居民，拍成紀錄片，整理資料出書，將來萬一佛手全部斷指不見，至少民眾到此還能看影片，追憶「佛手洞」往昔。基隆市議員施世明前往現場會勘，發現最後兩指的岩片脫落，形成斷指，十分可惜。（記者俞肇福攝）基隆市中山區仙洞巖旁的「佛手洞」，為大自然鬼斧神工之作，在探照燈下，佛手顯得金光閃閃。（記者俞肇福攝）,41,2015-10-03,http://news.ltn.com.tw/news/local/paper/920536,3,〈北部〉兩指岩片脫落 仙洞佛手斷指
191,191,中山區,〔記者徐義平／台北報導〕台北市百坪宅曾經紅極一時，但外有景氣不佳加上房市冷，內有持有稅、貸款兩大限制，大大影響買氣，根據北市實價登錄資料，台北市百坪宅扣除預售屋交屋，今年至今成屋交易不到50戶，且大安與中山兩區就佔了一半，預料今年交易將在百戶以內。住商不動產企劃研究室主任徐佳馨分析，百坪宅曾經是市場當紅炸子雞，以103年全年來看，成交達116戶，但今年迄八月僅成交49戶，不過在央行放寬豪宅貸款，加上房地合一上路前高資產族的布局考量，百坪宅第四季交易量應能順利回溫。徐佳馨指出，綜觀今年下半年，除了日前一品苑二拍順利以低於市價行情拍出外，最新一筆的實價資料中也有文華苑與瑞安懷石等知名豪宅的高價成交，看似買氣回春，這些成交宅都有三大共通點，分別是「低於最高價」、「適用房屋稅舊制」與「位於精華區」，而在房地合一上路前，由於高資產族不乏使用公司行號購買不動產，適用舊制差很大，這應該也是百坪宅遍地開花的重要因素。綜觀區域表現，可以看出和去年相比，今年大安、中山 與內湖表現較佳，其中大安與中山就佔了豪宅成交的一半，徐佳馨表示，豪宅客戶偏愛優質區段，傳統大安、信義與中山三區，中山區在屋齡較新的優勢下展現出實力，不過，新制上路後，百坪宅內有持有稅暴增，外有交易稅衝擊，勢必進入新一波的強弱淘汰賽。百坪宅曾經紅極一時，但外有景氣不佳加上房市冷，內有持有稅、貸款兩大限制，大大影響買氣，根據北市實價登錄資料，台北市百坪宅扣除預售屋交屋，今年至今成屋交易不到50戶，且大安與中山兩區就佔了一半，預料今年交易將在百戶以內。（資料照，記者林耀文攝）,42,2015-10-02  14:52,http://news.ltn.com.tw/news/business/breakingnews/1463359,3,大坪數房市冷颼颼  今年難破百件
192,192,中山區,〔記者俞肇福／基隆報導〕基隆市中華路69巷上山道路又陡又窄，且旁邊台肥舊宿舍圍籬邊鏽蝕又尖銳，居民機車行駛十分危險；議員張錦煌2日早上辦理會勘，要求台肥一個月內完成圍牆，以免再度發生意外。基隆市民黃姓老翁上月30日從菜園摔落下方駁坎，議員張錦煌為免再生意外，邀集台肥廠、中山區公所及當地里長會勘。基隆市中華路69巷上山道路又陡又窄，且旁邊台肥舊宿舍圍籬十分尖銳，市議員張錦煌指居民出入十分危險。（記者俞肇福攝）,43,2015-10-02  12:18,http://news.ltn.com.tw/news/society/breakingnews/1463199,3,台肥圍籬尖銳  居民憂心忡忡
193,193,中山區,〔記者何世昌／台北報導〕台北市長柯文哲上任後推動「行動派出所」，今年七月起試辦六個月，不過三個月下來報案件數掛零。昨天警察局在市議會工作報告中，被質疑行動派出所效率差，市議員王世堅更轟「你政府有店面開，卻搶著擺路邊攤」，另「胖卡車根本在裝可愛」，讓警政威信蕩然無存。台北市警察局整併大同分局民族路派出所、建成派出所，並針對人口稠密區，選擇中山區中山二派出所、信義區三張犁派出所、松山區中崙派出所試辦「行動派出所」，今年七月一日起試辦六個月。不過試辦至今已三個月，行動派出所報案件數竟掛零，每日僅受理兩、三件的警政諮詢、問路等服務案。民眾游小姐說，寧夏夜市附近常見行動派出所在路上跑，但是行車速度慢影響車流，停在停車格裡面也霸占車位，沒看過有人去報案。市議員許家蓓也酸，「行動派出所」除了幫民眾、觀光客指路，未見其他顯著功能；市議員高嘉瑜說，不明白為什麼要有一輛車停在路邊、警員卻守在車旁；王世堅更砲轟，坐在派出所值勤台的員警，每天光接電話就能處理廿餘件服務案，行動派出所才兩、三件，「成效跟派出所相差千里！」警察局表示，「行動派出所」無法隨招隨攔，路邊要有停車格，否則違停，坦言報案數量不如預期。警察局長邱豐光說，明年評估存廢，若做得不好「該認錯會認錯」。王世堅提醒，「不要為了怕市長的政策出糗，你們就編數據給他」，要勇敢告訴柯Ｐ，「行動派出所是錯誤的政策」。,44,2015-10-02,http://news.ltn.com.tw/news/local/paper/920329,3,〈台北都會〉三個月零報案 行動派出所挨批
